Unnamed: 0,title,year,genres,rating,plot,cast,director,countries,translated_plot,genres_vn,country_vn
229,Invasion of the Body Snatchers,1956,"['Drama', 'Horror', 'Sci-Fi']",7.7,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,"['Kevin McCarthy', 'Dana Wynter', 'Larry Gates', 'King Donovan', 'Carolyn Jones']",['Don Siegel'],['United States'],Bác sĩ nhỏ thị trấn học ra rằng dân cư của cộng đồng mình đang được thay thế bằng những bản sao vô cảm không gian.,"['Chính kịch', 'Kinh dị', 'Khoa học viễn tưởng']",['Hoa Kỳ']
230,The Opportunists,1999,"['Comedy', 'Crime', 'Drama', 'Romance']",5.7,A struggling auto mechanic with a criminal past agrees to one last heist to pay off his debts.,"['Christopher Walken', 'Peter McDonald', 'Anne Pitoniak', 'Kate Burton', 'Jim Mayzik']",['Myles Connell'],"['United Kingdom', 'United States']",Một người thợ cơ khí kiệt quệ với quá khứ phạm tội đồng ý thực hiện một vụ cướp cuối cùng để trả nợ của mình.,"['Hài', 'Tội phạm', 'Chính kịch', 'Lãng mạn']","['Vương quốc Anh', 'Hoa Kỳ']"
231,Slumber Party Massacre II,1987,"['Comedy', 'Horror', 'Musical']",4.7,"Courtney Bates, the younger sister of Valerie, and her friends go to a condo for a weekend getaway, but Courtney can't get rid of the haunting feeling that a supernatural rockabilly driller killer is coming to murder them all.","['Crystal Bernard', 'Jennifer Rhodes', 'Kimberly McArthur', 'Patrick Lowe', 'Juliette Cummins']",['Deborah Brock'],['United States'],"Cô em gái trẻ của Valerie, Courtney Bates và bạn bè đi đến một căn hộ để nghỉ cuối tuần nhưng Courtney không thể quên được cảm giác kinh hoàng rằng một nhà khoan rockabilly siêu nhiên sắp giết hại tất cả họ.","['Hài', 'Kinh dị', 'Nhạc kịch']",['Hoa Kỳ']
232,54,1998,"['Drama', 'Music']",5.9,The famous 1970s New York City nightclub seen and told through the eyes of a young employee.,"['Ryan Phillippe', 'Salma Hayek', 'Neve Campbell', 'Mike Myers', 'Sela Ward']",['Mark Christopher'],['United States'],Nụ cười của một ngôi sao,"['Chính kịch', 'Âm nhạc']",['Hoa Kỳ']
233,Tank Girl,1995,"['Action', 'Comedy', 'Sci-Fi']",5.4,"A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet.","['Lori Petty', 'Ice-T', 'Naomi Watts', 'Don Harvey', 'Jeff Kober']",['Rachel Talalay'],['United States'],Một cô gái là một trong số ít người còn sống sót trên Trái đất đang trong thời kỳ hậu tận thế. Cô chinh phục một xe tăng chiến đấu chống lại sự tàn ác của một tập đoàn khổng lồ kiểm soát nguồn nước uống còn lại của hành tinh này.,"['Hành động', 'Hài', 'Khoa học viễn tưởng']",['Hoa Kỳ']
234,Austin Powers: The Spy Who Shagged Me,1999,"['Action', 'Adventure', 'Comedy', 'Crime']",6.7,"Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".","['Mike Myers', 'Heather Graham', 'Michael York', 'Robert Wagner', 'Rob Lowe']",['Jay Roach'],['United States'],"Tiến sĩ Ác quỷ trở lại và đã phát minh ra một chiếc máy thời gian mới cho phép ông trở về thập niên 60 để cướp mojo của Austin Powers, vô tình khiến anh ta ""không còn sự quyến rũ"".","['Hành động', 'Phiêu lưu', 'Hài', 'Tội phạm']",['Hoa Kỳ']
235,Brighton Beach Memoirs,1986,['Comedy'],6.8,"Eugene, a young teenage Jewish boy, recalls his memoirs of his time as an adolescent youth. He goes through the hardships of puberty, sexual fantasy, and living the life of a poor boy in a crowded house.","['Jonathan Silverman', 'Blythe Danner', 'Stacey Glick', 'Lisa Waltz', 'Judith Ivey']",['Gene Saks'],['United States'],"Eugene, một cậu bé gốc Do Thái còn non kém, nhớ lại ký ức thời niên thiếu của mình. Anh trải qua những khó khăn của tuổi dậy thì, khao khát tình dục và cuộc sống như một cậu bé nghèo trong một ngôi nhà đông người.",['Hài'],['Hoa Kỳ']
236,RocketMan,1997,"['Comedy', 'Family', 'Sci-Fi']",5.9,Fred Z. Randall is a geeky spacecraft designer who gets the chance to make his dream come true and travel to Mars.,"['Harland Williams', 'Jessica Lundy', 'William Sadler', 'Jeffrey DeMunn', 'James Pickens Jr.']",['Stuart Gillard'],['United States'],Fred Z. Randall là một nhà thiết kế tàu vũ trụ bẽn nhăn được cơ hội trở thành hiện thực hóa giấc mơ của mình và đến thăm sao Hỏa.,"['Hài', 'Gia đình', 'Khoa học viễn tưởng']",['Hoa Kỳ']
237,The Spy Who Loved Me,1977,"['Action', 'Adventure', 'Thriller']",7.0,"James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed.","['Roger Moore', 'Barbara Bach', 'Curd Jürgens', 'Richard Kiel', 'Caroline Munro']",['Lewis Gilbert'],"['United Kingdom', 'United States']","James Bond điều tra vụ cướp tàu ngầm Anh và Nga mang đầu đạn hạt nhân, với sự giúp đỡ của một đặc vụ KGB người yêu đã bị anh giết.","['Hành động', 'Phiêu lưu', 'Giật gân']","['Vương quốc Anh', 'Hoa Kỳ']"
238,Heavy,1995,"['Drama', 'Romance']",6.7,"The life of an overweight, unhappy cook is changed after a kind, beautiful college drop-out comes to work as a waitress at his and his mother's road-side restaurant.","['Pruitt Taylor Vince', 'Shelley Winters', 'Liv Tyler', 'Debbie Harry', 'Joe Grifasi']",['James Mangold'],['United States'],"Sinh hoạt của một đầu bếp béo phì và không may mắn đã thay đổi sau khi một người phụ nữ xinh đẹp, tốt bụng bỏ học đại học đến làm việc ở quán ăn đường cao tốc của anh ta và mẹ của anh ta.","['Chính kịch', 'Lãng mạn']",['Hoa Kỳ']
239,Ride with the Devil,1999,"['Drama', 'Romance', 'War', 'Western']",6.7,"During the American Civil War, two friends join the Bushwhackers, a militant group loyal to the Confederacy.","['Tobey Maguire', 'Jeremy W. Auman', 'Scott Sener', 'Skeet Ulrich', 'Glenn Q. Pierce']",['Ang Lee'],['United States'],"Trong cuộc nội chiến Mỹ, hai người bạn gia nhập vào Bushwhackers, một nhóm vũ trang trung thành với Liên minh.","['Chính kịch', 'Lãng mạn', 'Chiến tranh', 'Miền Tây']",['Hoa Kỳ']
